model,agent,verdict,confidence,reasoning,latency_s,tokens,parse_error,idx,claim,chart_img,ground_truth
google/gemini-3-flash-preview,agent3,supported,1.0,"The pie chart explicitly labels the 'Bill 5: Awards Event' category with 53.8%, which constitutes more than half (the majority) of the total expenditure.",3.38,1565,False,55,The majority of expenditure in the WLM-ZA-2012 dataset is allocated to Awards event.,https://chartfc.s3.amazonaws.com/Chart_8_-_WLM-ZA-2012.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.95,"Bill 5: Awards Event is actually the largest expenditure at 53.8%, while the purple segment (Bill 3) is the smallest (calculated as 100 - 15.8 - 19.1 - 53.8 = 11.3%).",2.15,1594,False,56,Bill 5: Awards Event is the smallest percentage in Expenditure split - WLM-ZA-2012,https://chartfc.s3.amazonaws.com/Chart_8_-_WLM-ZA-2012.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.95,"The chart shows that Gallium Arsenide has the highest power conversion efficiency at over 20%, whereas Nickel Oxide is significantly lower at approximately 5.5%.",2.26,1546,False,57,Nickel has the highest power conversion efficiency.,https://chartfc.s3.amazonaws.com/Power_Conversion_Efficiency.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.9,"Based on the chart scale, Gallium Arsenide is approximately 23% and Nickel Oxide is approximately 5%, leading to a difference of roughly 18%, which significantly contradicts the claim of 10%.",1.62,1570,False,58,The difference value between Gallium Arsenide and Nickle oxide is about 10.00%.,https://chartfc.s3.amazonaws.com/Power_Conversion_Efficiency.jpg,False
google/gemini-3-flash-preview,agent3,supported,0.95,The bar for Gallium Arsenide (aprox 22%) is clearly higher than the bars for Nickel Oxide (aprox 5%) and Cadmium Selenide (aprox 1%) according to the chart scale.,1.69,1571,False,59,Gallium Arsenide has the higher power conversion efficiency than Nickel Oxide and Cadmium Selenide.,https://chartfc.s3.amazonaws.com/Power_Conversion_Efficiency.jpg,True
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart shows that Metal Mining accounted for 37% of releases, which is significantly higher than the 13% released by Electric Utilities in 2015.",2.85,1647,False,60,The metal mining industry released less toxic chemicals than the electric utilities industry in 2015.,https://chartfc.s3.amazonaws.com/Total_Disposal_or_Other_Releases_by_Industry-2015_TRI_chart.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The 'Total expenses' line (yellow) shows a consistent upward trend from near $0 in 2004 to over $100 million in 2020, which is an increase, not a decrease.",3.63,1856,False,61,There has been an overall decrease in total expenses from 2004-2020,"https://chartfc.s3.amazonaws.com/Wikimedia_Foundation%2527s_liabilities-assets,_support-revenue_and_expenses_evolution.png",False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The bar for 2015 is clearly taller than the bar for 2014, indicating an increase in tonnage from approximately 22 million to 25 million.",4.28,1927,False,62,Annual Tonnage went down from 2014 to 2015.,https://chartfc.s3.amazonaws.com/Lock_and_dam_24.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The x-axis labels explicitly show the time frame starts in 1996 and ends in 2015, which contradicts the claim that it covers 1990 to 2020.",3.32,1918,False,63,Time frame of the chart is from 1990 to 2020 years.,https://chartfc.s3.amazonaws.com/Lock_and_dam_24.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Year | Value |\n|---|---|---|\n| Basketball | 1980 | 26% |\n| B",2.66,1658,True,64,Attendance percentage of Football is higher than Baseball.,"https://chartfc.s3.amazonaws.com/Kingdome_usage,_1980_(32523178267).jpg",False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"Across all dates providing data for both categories, the 'Sí' percentage remains consistently above 85%, while the 'Blanc' percentage never exceeds 5%.",2.98,1620,False,65,The Blanc percentage is higher than Si.,https://chartfc.s3.amazonaws.com/Referendums2009-2010.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.9,"The chart shows a significant upward trend in patents granted between 1990 and 2000, with the 2000 value (approx. 175,000) being clearly higher than the 1990 value (approx. 95,000).",2.79,1655,False,66,There are less patents in 2000 than in 1990.,https://chartfc.s3.amazonaws.com/PPTPatentsLOG-25.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Percentage |\n| :--- | :--- |\n| Depository Institutions | 1.22",3.36,1678,True,67,The total value of Insurance  companies and Mutual Funds is equal with foreign and international and private-pensions.,https://chartfc.s3.amazonaws.com/Estimated_ownership_of_US_Treasury_securities_by_category_0608.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Percentage |\n| :--- | :--- |\n| Federal Reserve and Intragover",2.32,1657,True,68,The difference between the first highest value and the third highest value is about 20%.,https://chartfc.s3.amazonaws.com/Estimated_ownership_of_US_Treasury_securities_by_category_0608.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Time Index | Sound Level (dB estimate) |\n|---|---|\n| 0 | -15 |\n| 50 | -",2.7,1561,True,69,The level of sound stayed the same throughout the time period.,https://chartfc.s3.amazonaws.com/Sonar_data_graph.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.95,"The chart shows a blue bar (Males) at approximately 16 for 'General or unsuspected commodities', while the female bar for that category is non-existent (0), meaning males significantly outnumbered females.",2.92,1669,False,70,"In 1881, females outnumbered males in the general or unsuspected commodities type work.",https://chartfc.s3.amazonaws.com/1881_occupational_structure.jpg,False
google/gemini-3-flash-preview,agent3,supported,1.0,"Nuclear energy accounted for 57.0%, which is greater than the sum of all other sources combined (43.0%).",2.25,1603,False,71,Nuclear energy made up more than all the other electrical generation combined in South Carolina in 2016.,https://chartfc.s3.amazonaws.com/South_Carolina_Electricity_Generation_Sources_Pie_Chart.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The pie chart explicitly labels Actinomycetes as 28%, which is the highest numerical value among all listed categories.",12.87,1556,False,72,The largest percent of the total is Actinomycetes.,https://chartfc.s3.amazonaws.com/Dar_sad_actinomycet.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.9,"In 2006, the Quebec value is approximately 40.5% and the ROC value is approximately 10.5%, making their combined total roughly 51%, which is significantly higher than the claimed 40%.",4.01,1814,False,73,"In 2006, the total of ROC and Quebec is 40% of the chart.",https://chartfc.s3.amazonaws.com/Rates_of_Bilingualism_in_Canada_1941-2006.JPG,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The largest group (46%) responded 'Not at all', which is synonymous with 'Totally unfamiliar'. While not an absolute majority over 50%, it is the most common response (plurality) and the claim's terminology aligns with the 'Not at all' data point.",2.97,1598,False,74,"The results of a poll asking ""How familiar are you with the way Wikimedia projects and translatewiki.net interact?"" show that most people are Totally unfamiliar with it.",https://chartfc.s3.amazonaws.com/Signpost_poll_22_(translatewiki.net).png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Amser (eiliad) | Cyflymder (metr/eiliad) |\n|---|---|\n| 0.0 | 2.5 |\n| 1.",3.05,1622,True,75,The highest value of Cyflymder (speed) in metr/eiliad is reached at 6.0 eiliad(seconds).,https://chartfc.s3.amazonaws.com/ScientificGraphSpeedVsTime_cy.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,The difference between Safari (13.49%) and Android (3.26%) is exactly 10.23% (13.49 - 3.26 = 10.23).,2.78,1595,False,76,The different used between Safari and Android is 10.23%.,https://chartfc.s3.amazonaws.com/Browser_Usage_on_Wikipedia_February_2012.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Data Point | X-Axis Value (Approx Grid Units) | Y-Axis Value (Approx Grid ",2.15,1615,True,77,Amser 1.0 is in the highest position of this chart,https://chartfc.s3.amazonaws.com/ScientificGraphSpeedVsTime_cy.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Browser | Date | Share |\n| :--- | :--- | :--- |\n| Chrome | August 2012 |",3.29,1670,True,78,The amount of total value for Safari and chrome is 19.47% higher than I.E. on Wikimedia August 2012.,https://chartfc.s3.amazonaws.com/Wikimedia_browser_share_pie_chart_3.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Browser | Usage Percentage |\n| :--- | :--- |\n| Chrome | 27.25% |\n| I.E.",2.19,1590,True,79,The average usage of Android and Firefox and opera is about 15% of the chart.,https://chartfc.s3.amazonaws.com/Wikimedia_browser_share_pie_chart_3.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Party | Election 2018 | Aug 2018 | Jul 2019 | May 2020 | Feb 2021 |\n| :--",3.56,1668,True,80,The Green Party has the higher polls than the Liberal Party.,https://chartfc.s3.amazonaws.com/Tas._Election_Polling_Chart.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Wavelength (nm) | HbO2 (cm^-1) | Hb (cm^-1) |\n|-----------------|--------",3.03,1663,True,81,The absorption coefficient for HbO2 at wavelength of 1000 is less than that for Hb at the same values.,https://chartfc.s3.amazonaws.com/Figure_1-_The_absorption_spectra_of_HbO2_and_Hb.jpg,False
google/gemini-3-flash-preview,agent3,supported,0.9,"The bar for 'Operation' reaches clearly above the 70 million mark, which is higher than any other category shown in the chart.",2.15,1515,False,82,The highest value for economic activity of a wind farm is during the operation phase.,https://chartfc.s3.amazonaws.com/WindECO.JPG,True
google/gemini-3-flash-preview,agent3,supported,0.9,The total workers in Agriculture is 40 and the total for Unknown occupation/illegible is 55. The average is (40 + 55) / 2 = 47.5.,4.11,1721,False,83,The average of workers in Agriculture and Unknown occupation/ illegible is about 47.5,"https://chartfc.s3.amazonaws.com/1881_occupational_structure_of_Ripple,_Kent.jpg",True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Demographics | Percentage Living with HIV/AIDS |\n| :--- | :--- |\n| Black",4.76,1592,True,84,The total amount of the Americans who were white and Latined is lower than the black Americans were living with HIV,https://chartfc.s3.amazonaws.com/Aidsproposalinfographic_(8496955907).jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Percentage |\n| :--- | :--- |\n| Under $10 | 18% |\n| $10-$30 |",3.08,1606,True,85,Donations between $50-$100 are bigger than the ones between $100-$1000.,https://chartfc.s3.amazonaws.com/FY1415AmountDistributionPieChart.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.9,"The chart data only goes up to the year 2016, so it cannot support a claim about a dip occurring in 2018. Within the visible timeframe (2012-2016), the values increase steadily without any dips.",2.84,1601,False,86,"From the chart, this can be observed that federal transfer payments have been increasing over time, for a dip in 2018.",https://chartfc.s3.amazonaws.com/US_Federal_Transfer_Payments.jpg,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Operating System | Market Share (Estimated %) |\n| :--- | :--- |\n| Symbia",2.66,1588,True,87,Symbian had the largest market share of Q2 smartphone sales in 2009.,https://chartfc.s3.amazonaws.com/Market_Share_Smartphone_OS_in_2nd-Q-2009-EN.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| OS Category | Estimated Market Share (%) |\n| :--- | :--- |\n| Symbian (Ye",2.92,1634,True,88,The total value of market share for ios and Linux is equal with the combination of blackberry and others.,https://chartfc.s3.amazonaws.com/Market_Share_Smartphone_OS_in_2nd-Q-2009-EN.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Country | Share of Global Economy (%) | Value (Trillion USD) |\n| :--- | :",3.25,1759,True,89,China is the leading economy making up to $11 Trillion.,https://chartfc.s3.amazonaws.com/20_Largest_economies_pie_chart.png,False
google/gemini-3-flash-preview,agent3,supported,1.0,"The bar for 'Evolution' extends the furthest to the right, reaching a value of approximately 4.2 on the x-axis, which is higher than any other category in the chart.",3.07,1603,False,90,Evolution has scored the highest value of file in this bar chart.,https://chartfc.s3.amazonaws.com/Parc_wiki_quality_graph.gif,True
google/gemini-3-flash-preview,agent3,supported,0.95,"The chart shows the United States Penrose method bar (purple) at approximately 2.3%, while India's Penrose method bar is significantly higher at approximately 4.6%.",3.17,1709,False,91,The United States has a lesser percentage of United Nations Parliamentary Assembly allocation through the Penrose method than India in 2007.,https://chartfc.s3.amazonaws.com/UNPA_Allocation.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,The chart shows there are more Republicans (46%) than Democrats (32%) and exactly 18% of registered voters are Non-Affiliated.,2.41,1553,False,92,More people voted for Republicans than for Democrats and 18% of people voted for candidates not affililated to any party.,"https://chartfc.s3.amazonaws.com/Political_orientations_in_Union_County,_Oregon_(March_2009).gif",True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Offense Group | Year | Crimes (Estimated) |\n| :--- | :--- | :--- |\n| Ass",2.8,1630,True,93,Burglary was the offense group with the low number of incidents reported in England and Wales in 2009/10.,https://chartfc.s3.amazonaws.com/Non-fatal_offences_against_the_person_graph.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Party | Count | Percentage |\n| :--- | :--- | :--- |\n| Democrats | 4,916 ",1.96,1570,True,94,The average of voters in other party and None- Affiliated is about 500.,"https://chartfc.s3.amazonaws.com/Political_orientations_in_Union_County,_Oregon_(March_2009).gif",False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Länge m (x) | Absolute Werte (y) |\n|---|---|\n| 85 | 1 |\n| 94 | 1 |\n| 9",13.16,1641,True,95,The smallest value for the y variable is 5.,https://chartfc.s3.amazonaws.com/Barch_MetrMM0.JPG,False
google/gemini-3-flash-preview,agent3,supported,1.0,"The data labels explicitly show that the '4 languages' category has 103,107 files, which is less than the 107,614 files in the '5+ languages' category.",3.9,1657,False,96,"The N language category of ""4 languages"" contains fewer files than the category of ""5+ languages"".",https://chartfc.s3.amazonaws.com/SDoC_baseline_-_Number_of_files_by_number_of_language_templates.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Location | Date | Rainfall (cm) | \n| :--- | :--- | :--- | \n| Alibaug | J",4.15,1817,True,97,"Mahabalesh had maximum rainfall on July 2, 2019 for Maharashtra.",https://chartfc.s3.amazonaws.com/Meterological_Observations_recorded_at_8_30Hrs_IST_of_July_2_2019.jpg,True
google/gemini-3-flash-preview,agent3,contradicted,0.95,"The diagram illustrates the mechanism of a 'Shallow Water Blackout,' a dangerous condition where oxygen levels drop into the blackout zone before carbon dioxide reaches the threshold to trigger the urge to breathe; it does not show a safe technique.",2.75,1582,False,98,The diagram shows the correct technique for a safe dive in shallow water.,https://chartfc.s3.amazonaws.com/Shallow_water_blackout_diagram_1_revised_alt.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Start Year (Value) | End Year (Value) |\n|---|---|---|\n| CSP (",3.02,1663,True,99,The 2017 aims for Solar PV is seen to be increasing between the years of 2020 and 2026.,https://chartfc.s3.amazonaws.com/Changing_aims_PV_CSP.png,True
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart explicitly titles itself 'Changing aims for PV and CSP over the years' and shows distinct trend lines for targets set in 2012 versus those set in 2017, with significantly different capacity values.",2.2,1653,False,100,There has been no change in the aims for PV and CSP development over the years.,https://chartfc.s3.amazonaws.com/Changing_aims_PV_CSP.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The vertical axis is explicitly labeled as 'Error - °F', while 'True Temperature, °F' is located on the horizontal axis.",3.22,1556,False,101,"True Tempertaure, 'F is in Vertical axis in Graphical information about emissivity and temperature scales chart.",https://chartfc.s3.amazonaws.com/Temperature-Emissivity.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The image provided is a line graph (specifically a line chart with markers), not a bar graph, and the claim correctly identifies neither the chart type nor the likely data behavior (cumulative values would always trend upward, whereas this shows a decline).",4.12,1862,False,102,Bar graph is used to represent the cumulative Japanese box office gross of Howl's Moving Castle.,https://chartfc.s3.amazonaws.com/Howl%2527s_Moving_Castle_Japanese_box_office.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.9,"The cumulative frequency increases throughout the entire range of 1.8 to 5.2, meaning the individual interval frequencies are non-zero and vary significantly rather than remaining constant.",2.62,1618,False,103,The Frequency remains constant with class boundaries ranging from 1.8 to 5.2 as for as reaction times is concerned.,https://chartfc.s3.amazonaws.com/-8_Ogive.JPG,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Percentage |\n| :--- | :--- |\n| Fiora | 43% |\n| Mola di Vigar",2.59,1602,True,104,"The average of Fiora, Bocca di Lupo and other5 veins is about 15% of the chart.",https://chartfc.s3.amazonaws.com/Yield_of_water_sources_around_Lake_Bracciano_1692.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Role | Percentage |\n| :--- | :--- |\n| Paid staff member of GLAM institut",2.85,1559,True,105,The total value of paid staff member and Wikimedian in residence is equal to Wikimedia movement volunteer.,https://chartfc.s3.amazonaws.com/Structured_Media_Commons_Survey_2017_Findings_-_User_Roles.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The movie 'Harry Potter and the Deathly Hallows - Part 2' is listed at rank 10 in the chart with a gross of $1,341,511,219, meaning a Harry Potter film is indeed in the top 10.",3.94,1836,False,106,None of the top 10 highest-grossing movies are from the Harry Potter franchise.,https://chartfc.s3.amazonaws.com/Alltime_boxoffice_grosses_may_2018.png,False
google/gemini-3-flash-preview,agent3,supported,1.0,"The DMFS bars (grey) show a consistent and significant upward trend from the youngest age group (6-8) through the oldest age group (74+), confirming that DMFS increases with age.",4.24,1716,False,107,The number of filled tooth surfaces (DMFS) increases with age.,https://chartfc.s3.amazonaws.com/Cavities_in_the_US_increase_with_age.tiff,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Year | Number of Railways (Estimated) |\n|------|-------------------------",3.03,1696,True,108,The number of railways peaked between 1900 and 1910.,https://chartfc.s3.amazonaws.com/PA5232Figure6.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The chart explicitly labels the income for 'Persons, full-time, 25+' as $39,000 and 'Persons, 25+' as $32,000; since $39,000 is greater than $32,000, the claim is correct.",2.27,1574,False,109,Fulltime 25 plus persons averaged a higher gross income than just 25 plus age group.,https://chartfc.s3.amazonaws.com/Median_Incomes_US.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The pie chart clearly shows that the slice representing Germany is the largest by a significant margin, encompassing spirits of more than two-thirds of the total Axis casualties.",15.29,1590,False,110,Germany suffered the highest number of casualties in World War II for the Axis powers.,https://chartfc.s3.amazonaws.com/WW2Axis_Casualties_2.png,True
google/gemini-3-flash-preview,agent3,contradicted,1.0,"According to the chart, Water accounts for only 5% of damages, whereas Surges (31%), Mischievousness (25%), and Negligence (22%) are the primary major causes.",2.48,1567,False,111,Damages in electronic devices is majorly caused due to water.,https://chartfc.s3.amazonaws.com/Slika4_spd.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Reason | Percentage |\n| :--- | :--- |\n| Surges | 31% |\n| Mischievousnes",2.07,1559,True,112,The difference between the highest and the lowest reason is 20%,https://chartfc.s3.amazonaws.com/Slika4_spd.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Variable (X-axis) | Variable (Y-axis) | Observation |\n| :--- | :--- | :--",2.4,1568,True,113,The Inverted U theory based on the year 2008.,https://chartfc.s3.amazonaws.com/Inverted_u.jpg,False
google/gemini-3-flash-preview,agent3,supported,0.9,The Yerkes-Dodson curve shown in the chart indicates that performance declines significantly as arousal/stress moves beyond the 'optimum' level toward the high end of the scale.,1.48,1516,False,114,High levels of stress always lead to poor performance.,https://chartfc.s3.amazonaws.com/Inverted_u.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Percentage |\n| :--- | :---: |\n| To provide religious or moral",2.49,1573,True,115,Only 4% of parents are motivated by religious or moral instruction in 2007.,https://chartfc.s3.amazonaws.com/Motivations_regarded_most_important_for_homeschooling.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The sum of oil (11%) and hydro (1%) is 12%, which is significantly higher than the natural gas value of 5%.",2.55,1572,False,116,The total amount of oil and hydro sources is equal to natural gaz.,https://chartfc.s3.amazonaws.com/Energy_consumption_in_Nigeria.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.95,"The claim states Agricultural Labourers have the lowest rate, but the chart shows they actually have the highest rate (approx. 26) among all categories displayed. Furthermore, the provided image is a bar chart, not a pie chart.",2.76,1589,False,117,Agricultre laborers constitute lowest rate in the pie chart. So the claim is true.,https://chartfc.s3.amazonaws.com/Copy_of_1831_Occupational_Categories.png,False
google/gemini-3-flash-preview,agent3,supported,0.95,"The bar representing Agricultural Labourers is clearly the tallest on the chart, reaching approximately 26 on the y-axis, which is significantly higher than any other category.",1.72,1570,False,118,The most common occupation in Lowesby is Agricultural Labourers.,https://chartfc.s3.amazonaws.com/Copy_of_1831_Occupational_Categories.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The pie chart clearly displays 'Salaries' and 'Operating Expenses' as two distinct, separate slices of the total expenses.",2.08,1562,False,119,Wikimedia's expense report separates salaries from operating expenses.,https://chartfc.s3.amazonaws.com/WM-expenses-pie-2006.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Expense Category | Estimated Share (%) |\n| :--- | :--- |\n| Internet Host",1.78,1574,True,120,"In Wikimedia's 2006 expenses, Internet Hosting occupies the largest share.",https://chartfc.s3.amazonaws.com/WM-expenses-pie-2006.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.9,"The pie chart shows that Internet Hosting is the largest single expense slice, not the smallest; PayPal fees and Operating Expenses are significantly smaller.",1.97,1572,False,121,According to the chart Wikimedia spent least amount on Internet hosting in 2006.,https://chartfc.s3.amazonaws.com/WM-expenses-pie-2006.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"According to the chart, Property Taxes (29%) rank as the third-largest source of revenue, trailing behind Income Taxes (32%) and Sales Taxes (31%).",2.2,1562,False,122,Property tax is the second-largest source of Ohio state revenue.,https://chartfc.s3.amazonaws.com/Composition_of_Ohio_State_Revenue_(2007).jpg,False
google/gemini-3-flash-preview,agent3,supported,1.0,"The horizontal axis explicitly displays days (e.g., Wed 08, Thu 09) and specific times (12 PM), confirming that date and time are the attributes used for this axis.",3.66,1662,False,123,Date and time are the attributes used in the horizontal axis in the Average performance metrics for Media viewer graph.,https://chartfc.s3.amazonaws.com/Performance_metrics_for_Media_Viewer_-_averages_only.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The chart explicitly labels the 'Direct-to-Press digital system' bar with the value 33.3%, which matches the claim exactly.",2.83,1570,False,124,33.3 percentage of chapters used Direct-to -Press digital system for printing.,https://chartfc.s3.amazonaws.com/Question5ChartExport.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Printing Method | Percentage | Count |\n| :--- | :--- | :--- |\n| 4 Color ",1.98,1591,True,125,The printing work was more by Letter press system than by digital system during the period under reference.,https://chartfc.s3.amazonaws.com/Question5ChartExport.png,False
google/gemini-3-flash-preview,agent3,supported,0.9,"Looking at the chart scale, the highest peaks of the green line (S&P 500 Zero-lag EMA) reach the 1550 grid line but do not clearly break or close significantly above it throughout the 1994-2009 period shown.",2.86,1617,False,126,The S&P 500 zero-lag EMA have never really closed the 1550 mark.,https://chartfc.s3.amazonaws.com/Gitmo_fig1.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Language | Percentage |\n| :--- | :--- |\n| Oromo | 33.8% |\n| Amharic | 2",2.65,1605,True,127,Amharic is spoken by less than 5% of the Ethiopian population.,https://chartfc.s3.amazonaws.com/Languages_of_Ethiopia_piechart.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Article Title | Rank | Week | View Count |\n| :--- | :--- | :--- | :--- |\",4.02,1800,True,128,"Wikipedia articles on Bird Box 2 were less popular than articles on Jason momoa during the week of  December 30, 2018 to January 5, 2019.","https://chartfc.s3.amazonaws.com/Most_Popular_Wikipedia_Articles_of_the_Week_(December_30,_2018_to_January_5,_2019).png",False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Nationality | Percentage |\n| :--- | :--- |\n| Australian | 50% |\n| Engli",2.27,1584,True,129,"The total amount of Indian, turkish and greek students is equal to Australian students.",https://chartfc.s3.amazonaws.com/Pie_chart_-_wiki_project.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The combination of Welsh (2%) and Indian (13%) is 15%, while the combination of Turkish (10%) and Greek (3%) is 13%. The difference is 2%, not 5%.",3.16,1794,False,130,The difference between the combination of welsh and indian students with the combination of Turkish and Greek students is 5%,https://chartfc.s3.amazonaws.com/Pie_chart_-_wiki_project.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Percentage |\n| :--- | :--- |\n| Only smoke | 12.3% |\n| Both s",2.43,1577,True,131,"When considering the Swedish population, non-tobacco use accounts for 0%.",https://chartfc.s3.amazonaws.com/Swedishtobacco.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Percentage |\n| :--- | :--- |\n| Only smoke | 12.3% |\n| Both s",1.65,1584,True,132,The average of the people who only smoke and both smoke and snus is about 10%,https://chartfc.s3.amazonaws.com/Swedishtobacco.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.95,"The Transport category has the smallest value (approximately 1), ranking last among all categories, whereas the second highest category is Unknown Occupation (approximately 37).",2.27,1524,False,133,"People who choose Transport in Ashleyhay, ranked second in 1881.",https://chartfc.s3.amazonaws.com/1881_Ashleyhay_Occupation_Chart..jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.95,"The chart shows that UK debt as a percentage of GDP in 2015 (~85%) was higher than it was in 2014 (~84%). Therefore, 2014 did not have the highest debt level within the period shown.",3.68,1842,False,134,The UK had the highest debt as a percentage of GDP in 2014.,https://chartfc.s3.amazonaws.com/UK_Debt_to_GDP_ratio.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Occupation | Number of Workers |\n|---|---|\n| Sales/Office | 12 |\n| Fish",2.22,1549,True,135,"There were a large number of construction workers in Pass, Alaska.",https://chartfc.s3.amazonaws.com/False_Pass_2000_Census_Occupations.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart explicitly labels the slice for Undocumented Students as 12%, not 20%. Furthermore, the claim incorrectly interprets the source ('U.S. Department of Homeland Security') as the population base rather than the provider of the data.",2.34,1513,False,136,Undocumented students are 20% in the US department of Homeland security.,https://chartfc.s3.amazonaws.com/UndocumentedStudentsPercentage.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Estimated Percentage of Savanna Soils |\n| :--- | :--- |\n| Map",2.74,1618,True,137,Mixed Hardwoods - Prairie and Prairie are equal resources of savanna soils at the Renville County Minnesota.,https://chartfc.s3.amazonaws.com/Renville_County_Pie_Chart_New_Wiki_Version.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.95,"The chart explicitly labels the transition between Phase B and Phase C at DAC 315, which is well before 500 DAC. Phase C ends at DAC 560, meaning the claim that it starts after 500 is factually contradicted by the visual timeline.",2.58,1581,False,138,Phase C of Days After Colonization with 4 pair of mice starts after 500 DAC.,https://chartfc.s3.amazonaws.com/Mice_population_Universe_25.jpg,False
