pptx_file,slide_num,img_path,img_type,explanation
Sleep and Daily Habits .pptx,23,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_/slide023_img01.png,chart,"In the Sleep Health and Lifestyle dataset, I focused on the relationship between physical activity level and sleep duration. The data shows that people with higher activity levels tend to sleep slightly longer than those with lower activity levels. Even though the difference isn’t dramatic, the pattern is consistent: movement supports better rest. This insight stood out to me because of my own experience as a student‑athlete. On days when I train hard or get a lot of steps in, I fall asleep faster. But when I tend to have my rest day, I have more stressful days, my sleep feels shorter and less refreshing. Seeing this pattern in the dataset helped me realize that my habits actually reflect real data. It reminded me that staying active isn’t just about performance, it’s also about recovery and mental health. This matters to other students too, especially those balancing school, work, and personal responsibilities. Many people underestimate how much daily movement affects their sleep and energy. By understanding this connection, we can make small changes that lead to better rest, focus, and overall well‑being."
Sleep and Daily Habits .pptx,24,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_/slide024_img00.png,chart,"Does sleep disorders affect sleep? | This graph compares the average sleep duration for people with different sleep disorder statuses: Insomnia, Sleep Apnea, and None. The results show a clear pattern. Individuals with no sleep disorder get the most sleep on average, slightly above 7 hours. Those with Sleep Apnea sleep a little less, around 7 hours. People with Insomnia get the least sleep, averaging just under 7 hours. Overall, the graph suggests that having a sleep disorder especially insomnia is linked to shorter sleep duration."
Sleep and Daily Habits Presentation - Jessica Baek.pptx,8,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_Presentation___Je/slide008_img02_chart.png,chart,"Data Insight: Sleep Duration vs Stress Level

SHOW
- Downward trend between sleep duration and stress level
- High stress values are concentrated among individuals with lower sleep hours (~5-6 hours)
- Lower stress levels appear more frequently among those with 7-8+ hours of sleep
- Some variations exists, but the overall pattern is consistent

TELL
- Individuals who sleep less are more likely to experience higher stress
- Adequate sleep may contribute to better emotional regulation
- Sleep is more likely an important factor in mental health, though not the only one

Chart axes:
- X-axis: Sleep Duration (0, 2, 4, 6, 8, 10)
- Y-axis: Stress Level (0, 2, 4, 6, 8)"
Sleep and Daily Habits Presentation - Jessica Baek.pptx,9,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_Presentation___Je/slide009_img02_chart.png,chart,"Data Insight: Physical Activity Level vs Sleep Quality
SHOW
• The graph shows that as sleep quality increases from lower values (4-5) to higher values (8-9), physical activity levels also generally increase
• Lower sleep quality levels are associated with lower physical activity levels
• Higher sleep quality levels are associated with higher physical activity values
• The pattern shows a gradual upward trend across the x-axis
TELL
• Suggests a positive relationship between sleep quality and physical activity
• Individuals with better slepe quality tend to be more physically active
• This may indicate that good sleep supports higher energy levels and activity, or that being active improves sleep quality
X-axis: Sleep Quality (values: 4, 5, 6, 7, 8, 9)
Y-axis: Physical Activity Level (values: 0, 20, 40, 60, 80)"
Sleep and Daily Habits Presentation - Jessica Baek.pptx,10,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_Presentation___Je/slide010_img02_chart.png,chart,"Data Insight: Occupation vs Stress Level

SHOW
• The graph shows differences in stress levels across occupations
• Some occupations show higher stress levels, while others show lower levels
• The variation between occupations is noticeable

TELL
• Suggests that occupation plays a role in stress levels
• Job demands and work environments may influence how much stress individuals experience
• Certain occupations may be more stress-intensive than others

Chart title: (none explicit)
X-axis label: Occupation
X-axis categories: Accountant, Doctor, Engineer, Lawyer, Manager, Nurse, Sales Representative, Salesperson, Scientist, Software Engineer, Teacher
Y-axis label: Stress Level
Y-axis values: 0, 2, 4, 6, 8"
Sleep and Daily Habits Presentation - Jessica Baek.pptx,14,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_Presentation___Je/slide014_img02_chart.png,chart,"Title: How does stress level affect sleep quality and sleep duration?

Chart axes: X-axis: Stress Level (0-8), Y-axis: Quality of Sleep (0-10)

Body text: The data indicates that stress is a major factor influencing both sleep quality and duration. As stress increases, both the amount and quality of sleep consistently decreases, suggesting a strong inverse relationship. Also, according to NIH (National Institutes of Health), there is data showing that stress does disrupt sleep, resulting in difficulty in falling asleep and staying asleep. This tells us that the graph is supporting the data from NIH as well.

Bullet points:
- Strong negative relationship between stress level and stress quality
- Negative relationship between stress level and sleep duration
- Individuals with high stress tend to have:
  - Lower sleep quality (around 4-6)
  - Shorter sleep duration (~5-6 hours)
- Individuals with low stress (1-3) tend to have:
  - Higher sleep quality (7-9)
  - Longer sleep duration (~7-8+ hours)"
Sleep and Daily Habits Presentation - Jessica Baek.pptx,15,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_Presentation___Je/slide015_img02_chart.png,chart,"Is there a relationship between physical activity level and sleep quality? The data suggests a positive relationship between physical activity and sleep quality. As physical activity levels increase, sleep quality also tends to improve. This indicates that individuals who are more physically active are more likely to experience better sleep. However, this relationship is not perfectly consist, as some individuals with high activity levels still report lower sleep quality. This suggests that other factors, such as stress, may also influence sleep outcomes. Overall, while physical activity appears to have a beneficial effect on sleep quality, it is not the only factor impacting sleep. NIH also supports this data since there is an article about the impact of exercise on sleep and sleep disorders. There is information explaining that regular exercise enhances sleep quality and reduces symptoms of sleep disorders. General upward trend in the data points. Individuals with higher activity levels tend to have sleep quality around 7-9. Individuals with lower activity levels tend to have sleep quality around 4-6. Most data points cluster in a pattern showing increasing sleep quality as activity increases. Y-axis: Physical Activity Level (0, 20, 40, 60, 80). X-axis: Sleep Quality (4, 5, 6, 7, 8, 9)."
Sleep and Daily Habits Presentation - Jessica Baek.pptx,16,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_Presentation___Je/slide016_img02_chart.png,chart,"Data Insight: Occupation vs Stress Level (Sorted)

SHOW
- The graph shows differences in stress levels across occupations
- Some occupations show higher stress levels, while others show lower levels
- The variation between occupations is noticeable

TELL
- Suggests that occupation plays a role in stress levels
- Job demands and work environments may influence how much stress individuals experience
- Certain occupations may be more stress-intensive than others

Chart: Horizontal bar chart
Y-axis (Occupation): Sales Representative, Scientist, Salesperson, Doctor, Software Engineer, Nurse, Lawyer, Manager, Accountant, Teacher, Engineer
X-axis: Stress Level (0, 2, 4, 6, 8)"
Sleep and Daily Habits Presentation - Jessica Baek.pptx,20,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_Presentation___Je/slide020_img02_chart.png,chart,"Do people who take more daily steps tend to have better sleep?

As the number of daily steps increases, the quality of sleep tends to increase as well. For example, people with lower step counts (around 3,000-4,500 steps) mostly have sleep quality ratings between 4-6. In contrast, those with higher step counts (around 6,500-8,500 steps) tend to report higher sleep quality, often around 7-9.
However, the relationship is not perfectly consistent. There are noticeable dips such as around 5,200 steps where sleep quality drops, showing that higher activity does not always guarantee better sleep. This suggests that other factors like stress, routines, or environment may also affect sleep quality.
Overall, the graph supports the idea that people who take more daily steps tend to have better sleep, but the trend isn't perfect, so physical activity is likely just one of several influencing factors.

Chart title/axes:
Y-axis: Quality of Sleep (values 0, 2, 4, 6, 8, 10)
X-axis: Daily Steps (values 3,000, 3,500, 4,000, 4,200, 5,000, 5,500, 6,000, 6,800, 7,300, 8,000)"
Sleep and Daily Habits Presentation - Jessica Baek.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_Presentation___Je/slide021_img02_chart.png,chart,"How does age influence sleep duration and overall sleep quality?

Legend: Quality of Sleep (blue), Sleep Duration (purple)

Y-axis: Sleep Duration and Overall Sleep Quality (scale 0, 2, 4, 6, 8, 10)
X-axis: Age (27, 29, 31, 33, 35, 37, 39, 41, 43, 45, 47, 49, 51, 53, 55, 57, 59)

Body text: The graph shows sleep duration (purple) and sleep quality (blue) across ages 27 to 59. In the late 20s to early 30s, both sleep duration and quality fluctuate, with a noticeable dip around the mid-30s where sleep quality drops sharply. From the late 30s to mid-40s, both measures stabilize around moderate levels (roughly 6.5-8). There is another small decline in the late 40s to early 50s. After about age 52, both sleep duration and sleep quality increase and remain relatively high and stable, with sleep quality near 9 and duration around 8.

This pattern suggest that age has a nonlinear relationship with sleep. Sleep duration and quality tend to be more inconsistent in early and middle adulthood, with some dips possibly due to lifestyle factors like stress or responsibilities. As age increases into the 50s, both sleep duration and quality improve and become more consistent. Overall, the graph indicates that older adults in this dataset tend to experience better and more stable sleep, though age alone does not fully explain the variations seen earlier in life."
Sleep and Daily Habits Presentation - Jessica Baek.pptx,22,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_Presentation___Je/slide022_img02_chart.png,chart,"Title: Is there a relationship between physical activity level and sleep quality? (fixed graph)

Chart title/axes: Y-axis: Sleep Quality (0, 2, 4, 6, 8, 10); X-axis: Physical Activity Level (30, 32, 40, 35, 42, 60, 50, 45, 41, 90, 75, 55, 65, 70, 80, 85)

Body text: The data suggests a positive relationship between physical activity and sleep quality. As physical activity levels increase, sleep quality also tends to improve. This indicates that individuals who are more physically active are more likely to experience better sleep. However, this relationship is not perfectly consist, as some individuals with high activity levels still report lower sleep quality. This suggests that other factors, such as stress, may also influence sleep outcomes. Overall, while physical activity appears to have a beneficial effect on sleep quality, it is not the only factor impacting sleep.

NIH also supports this data since there is an article about the impact of exercise on sleep and sleep disorders. There is information explaining that regular exercise enhances sleep quality and reduces symptoms of sleep disorders.

Bullet points:
- General upward trend in the data points
- Individuals with higher activity levels tend to have sleep quality around 7-9
- Individuals with lower activity levels tend to have sleep quality around 4-6
- Most data points cluster in a pattern showing increasing sleep quality as activity increases"
Sleep and Daily Habits Presentation - Jessica Baek.pptx,28,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_Presentation___Je/slide028_img02_chart.png,chart,"Is there a relationship between physical activity level and sleep quality? (scatter plot version)

The data suggests a positive relationship between physical activity and sleep quality. As physical activity levels increase, sleep quality also tends to improve. This indicates that individuals who are more physically active are more likely to experience better sleep. However, this relationship is not perfectly consist, as some individuals with high activity levels still report lower sleep quality. This suggests that other factors, such as stress, may also influence sleep outcomes. Overall, while physical activity appears to have a beneficial effect on sleep quality, it is not the only factor impacting sleep.

NIH also supports this data since there is an article about the impact of exercise on sleep and sleep disorders. There is information explaining that regular exercise enhances sleep quality and reduces symptoms of sleep disorders.

• General upward trend in the data points
• Individuals with higher activity levels tend to have sleep quality around 7-9
• Individuals with lower activity levels tend to have sleep quality around 4-6
• Most data points cluster in a pattern showing increasing sleep quality as activity increases

Y-axis: 0, 2, 4, 6, 8, 10
X-axis: 0, 20, 40, 60, 80, 100"
Storytelling Group project.pptx,3,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide003_img01.png,chart,"We made a storyboard for genres because it includes what we compared with genre’s like wishlists, rating, the length of each review per genre, the count of each genre per game. This data can help us better understand what genre is the most popular based off this data. Looking at our questions from the first week, we are focusing on genres and these graphs can help us understand which is is top 3 or top 5"
Storytelling Group project.pptx,4,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide004_img02.png,chart,"We made another storyboard for ratings because we each had a question related to ratings of certain games. Whether the rating correlated with player count, game genre, etc., we all looked at the dataset and created graphs to show our findings."
Storytelling Group project.pptx,5,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide005_img02.png,chart,"We made another storyboard focused on how high play count correlates with other variables. This data will be useful for determining how the popularity of a games can affect its other metrics, making it possible to potentially filter out noise from other types of analysis."
Storytelling Group project.pptx,8,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide008_img02.png,chart,"I wanted to see the average number of wishlist additions per genre. That means it looked at multiple games and averaged it. Looking at this data, you can see players are more excited about games that are narratives and story driven and have that on their wishlist the most along with Point and Click, RPG, Adventure, and Brawler. You can also see from the graph that quiz/trivia, MOBA, an Pinball are the least interested in with under 100 being on the wishlist."
Storytelling Group project.pptx,9,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide009_img03.png,chart,"I wanted to look at the length of each review and average it per genre to see if that made a difference in what was more popular. Looking at the graph, you can see that for Tactical, people had a lot to say about it and seems the most popular in terms of reviews. Quiz/Trivia seem to have the least amount of reviews and shows that it still remains unpopular."
Storytelling Group project.pptx,11,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide011_img01.png,chart,"This week I wanted to see which genres have the most wishlisted games? To do this, I expanded the genres and the wishlist values, then calculated the average. From the bar graph, the Brawler genre has the highest games that players put in their wishlist. The other genres with a high average is RPG, Turn Based Strategy, Adventure, and Indie."
Storytelling Group project.pptx,12,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide012_img02.png,chart,"While looking at the table’s labels, “Team” caught my eye, since I haven’t created a question for that aspect of the data set. So this week I also wanted to see which developers make the highest-rated games? From this graph, games made by TobyFox, Square Enix, Activision, etc. have high rated games."
Storytelling Group project.pptx,14,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide014_img02.png,chart,"I created a table with the development team corresponding to the highest average rating for each genre of game. The list has several indie developers with only one or a few games published such as Bay 12 Games, ZA/UM, and 07th Expansion. Several appear multiple times because they have one or a few games that are very highly rated with multiple genres, so they appear as the highest rated developer for those genres."
Storytelling Group project.pptx,18,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide018_img02.png,chart,"I decided to compare the average rating of each genre in a more cleaner way than last week so I could fully understand the data. As you can see in the graph, “Visual Novel” has the highest rating average which is surprising. “MOBA” has the worst rating. Most of the games are similar in rating and are not to far off eachother but this graph helps depict which is the most popular to the least popular"
Storytelling Group project.pptx,19,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide019_img02.png,chart,"I wanted to compare which genres appear most frequently across all games? I created a bar chart to figure that out. You can see that Adventure appears in over 1000 games and is the most popular genre. You can also notice that the genre “Real Time Strategy” is the not found in many games and seems to be the least popular. Lastly, you can notice that “Quiz/Trivia”, “MOBA”, and “Pinball” are not even included in any games so they are at a 0."
Storytelling Group project.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide021_img02.png,chart,"To further analyze how rating and plays correlate, I made a graph of the standard deviation of plays grouped by rating. The high standard deviation of plays for games with high ratings indicates that those games have a high deviation in how many people play them, meaning that there are many high rated games played by many people, and many played by only a few people. Games with ratings of 1.8 and 2.3 seem to have the lowest deviation, and games with a 4.4 rating have the highest deviation. Interestingly, games with a rating of 4.6, the highest in this dataset, seem to have a very low standard deviation. The graph comparing plays and rating shows that all of these games have less than 10,000 plays. This seems to reject my earlier observation that games with high ratings tend to have more plays, even though the games with the most plays usually have high ratings."
Storytelling Group project.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide021_img03.png,chart,"To further analyze how rating and plays correlate, I made a graph of the standard deviation of plays grouped by rating. The high standard deviation of plays for games with high ratings indicates that those games have a high deviation in how many people play them, meaning that there are many high rated games played by many people, and many played by only a few people. Games with ratings of 1.8 and 2.3 seem to have the lowest deviation, and games with a 4.4 rating have the highest deviation. Interestingly, games with a rating of 4.6, the highest in this dataset, seem to have a very low standard deviation. The graph comparing plays and rating shows that all of these games have less than 10,000 plays. This seems to reject my earlier observation that games with high ratings tend to have more plays, even though the games with the most plays usually have high ratings."
Storytelling Group project.pptx,22,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide022_img02.png,chart,"I thought it might be interesting to find data on which developers have the highest rated games in each genre. I’ve created a chart of the average ratings of games within the RPG genre by developer. Because of number of developers who have created RPGs, it isn’t feasible to include them all in one graph, so only the top 30 are displayed here. The top developer in the list, ZA/UM, has only released one game (as well as several ports and a remaster of it listed as separate games.) The success of this one game has propelled them to the top of the list. This is also true of OMOCAT."
Storytelling Group project.pptx,23,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide023_img02.png,chart,"For this week, I wanted to answer the question “How does rating correlate with player count?” I thought a scatter plot would be best for this, so I can see if there was a positive or negative correlation. Before that, I had to convert the strings in the data (“K” for a num in the thousands and “M” for a num in the millions) to actual numbers. In the graph, there seems to be a positive correlation with the play_num increasing as the rating_num increases from 1-4. This could mean that there’s a positive relationship between ratings and player count."
Storytelling Group project.pptx,24,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide024_img02.png,chart,"I also wanted to answer the question “Which genres have the highest average ratings?” So I grouped all the games’ genres and caluated the mean of each one. Then I sorted then so that only the games with a rating of >4 were shown, the created a bar graph to so my results. It created a really long list, so in this slide I only included a picture of the first 18 genre sets, and put the last few genres in the second picture. It looks like games that have an Adventure genre perform really well, with the rating average ranging from 3-4. Other games that don’t have Adventure, and have a Shooter, Simulator, or Visual Novel based game don’t do as well."
Storytelling Group project.pptx,24,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide024_img03.png,chart,"I also wanted to answer the question “Which genres have the highest average ratings?” So I grouped all the games’ genres and caluated the mean of each one. Then I sorted then so that only the games with a rating of >4 were shown, the created a bar graph to so my results. It created a really long list, so in this slide I only included a picture of the first 18 genre sets, and put the last few genres in the second picture. It looks like games that have an Adventure genre perform really well, with the rating average ranging from 3-4. Other games that don’t have Adventure, and have a Shooter, Simulator, or Visual Novel based game don’t do as well."
Storytelling Group project.pptx,28,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide028_img02.png,chart,"Looking at this bar chart, you can tell there were multiple ratings for different genres and we wanted to find the average rating of each genre and see which was the highest rating. This is not all of the ratings because there were too many genres to fit into this slide but this is what I was able to use to figure out the average ratings of each genre. I think this data should be included in the data story since it is one our questions."
Storytelling Group project.pptx,29,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide029_img02.png,chart,"Most games with over 10,000 plays fall between a 3.5 and 4.5 rating. The lowest rated game in the dataset, Superman: The New Superman Adventures, usually referred to as Superman 64, has a rating of 0.7 and 859 plays. The highest rated game is Elden Ring: Shadow of the Erdtree, with a rating of 4.8 and 1 play. This seems like inaccurate data, and the dataset lists the game as not yet having a release date at the time the data was recorded. Many games are tied for the second highest rated with ratings of 4.6. Out of these, Outer Wilds has the highest number of plays at 7.7k. Outside of the outlier caused by poor data quality, this data supports the idea that games that are well received are more popular than those that are poorly recieved."
Storytelling Group project.pptx,30,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide030_img02.png,chart,"Number of plays has a strong correlation with number of reviews. It makes sense for this to be the case, since if more people have played a game, there are more people who may want to leave a review for it. Similarly, games with higher ratings tend to have more reviews. This could either mean that people are more likely to leave reviews for games that they like than games they dislike. It’s also possible that well-recieved games receive more reviews because they are more popular."
Storytelling Group project.pptx,30,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide030_img03.png,chart,"Number of plays has a strong correlation with number of reviews. It makes sense for this to be the case, since if more people have played a game, there are more people who may want to leave a review for it. Similarly, games with higher ratings tend to have more reviews. This could either mean that people are more likely to leave reviews for games that they like than games they dislike. It’s also possible that well-recieved games receive more reviews because they are more popular."
Storytelling Group project.pptx,31,Github/Fact-Check-AI-Agent/data/student slide/extracted/Storytelling_Group_project/slide031_img02.png,chart,"This week I chose to answer the question “Which genres are the most popular among players?” I made a graph to answer this. In the visual, adventure takes first place with over 1000 games, and pinball comes last. RPG, shooter, and platform are also popular with 300~600 games. Most if not all games have multiple genres in their description and adventures shows up the most."
T3_Weekly_Deliverables.pptx,1,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide001_img03.png,chart,T3- Data Story telling Project | By: Nareh Avagyan and Fatimah Niyas
T3_Weekly_Deliverables.pptx,2,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide002_img04.png,chart,(Data Storyboarding && Micro Data Stories);
T3_Weekly_Deliverables.pptx,3,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide003_img02.png,chart,Nareh’s Data Story - The Backlog Problem
T3_Weekly_Deliverables.pptx,5,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide005_img02.png,chart,Fatimah’s Data Story - Success in Games
T3_Weekly_Deliverables.pptx,7,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide007_img03.png,chart,
T3_Weekly_Deliverables.pptx,8,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide008_img02.png,chart,"Nareh’s Mini Update: Guilt Index (Backlogs / Plays) | Guilt Index (backlogs / plays) | Show: The guilt index measures how many people add a game to their backlog compared to how many people actually played it. The top guilty games are Moon: Remix RPG Adventure, Vagrant Story, Live A Live, and Pathologic 2. These all have backlogs ranging from roughly 1.4x to nearly 2x their play counts, meaning more people are sitting on them than actively playing them."
T3_Weekly_Deliverables.pptx,11,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide011_img03.png,chart,"Nareh’s Mini Update: Release Month vs Average Plays | Show: Average plays peak in April at around 7,800, with November close behind at 7,300. The lowest months are August (4,150) and July (4,600). Ratings follow a similar but flatter pattern, with May and March on top and August at the bottom. By season, Spring is the leading season. Tell: April is the best time to release a game. The Holiday window helps, but spring releases do better with popularity, and August is the month to avoid. The summer slump likely reflects players spending less time gaming when school is out and the weather is good. For indie studios, planning a spring release could mean catching players when they’re most engaged rather than fighting for attention in the holiday season. | Release Month vs. Average Plays"
T3_Weekly_Deliverables.pptx,12,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide012_img02.png,chart,"Show: Most games cluster under 1,000 reviews with ratings spread across the full range from 1 to 4.5. As the number of reviews increases past 1,000, the ratings tend to stay above 3.5. There are very few games with over 2,000 reviews and they all sit at relatively high ratings. Tell: This helps answer question 1 about what makes a game highly rated. Games with more reviews tend to be better rated, which suggests that highly rated games generate more discussion and engagement. It also makes sense that low rated games don't get as many reviews since people are less motivated to talk about a game they didn't enjoy."
T3_Weekly_Deliverables.pptx,13,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide013_img02.png,chart,"Show: Games made by 1 developer average around 3.7 and games made by 2 developers average slightly above that. The difference between the two is very small but visible. Tell: This addresses question 1 about whether team size affects rating. Based on this data, team size does not seem to make too much of a difference since solo and two developer teams produce almost identical average ratings. This suggests that the quality of a game comes down to other factors beyond just how many teams made it."
T3_Weekly_Deliverables.pptx,14,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide014_img02.png,chart,"Show: Most studios have made fewer than 5 games and their average ratings range widely from below 1 to above 4.5. As studios make more games the ratings tend to stabilize around 3.5 to 4.0. The studio with the most games at around 35 sits at roughly 3.7. Tell: This addresses question 4 about which development teams consistently make the best games. Newer studios with only a few games show the most variation, meaning one bad or good game can completely define their average. More experienced studios with many games tend to cluster in a more consistent rating range, suggesting that experience leads to more reliable quality even if not necessarily higher ratings."
T3_Weekly_Deliverables.pptx,16,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide016_img03.png,chart,
T3_Weekly_Deliverables.pptx,17,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide017_img03.png,chart,"Nareh’s Mini Update - Genre by Average Rating | Show: Visual Novels have the highest average rating at around 4.0, followed by Turn Based Strategy and RPG. Shooters sit at the bottom of the top 10 with the lowest average rating. Tell: This is interesting for developers because it suggests that story driven and strategy heavy genres tend to be rated higher by players. Shooters at the bottom doesn't mean they are bad, but it could just mean that it’s very oversaturated which will make it harder to stand out. From this insight, we can see that for indie game studios it could be a smart move to lean into genres like visual novels or turn based strategy games because not only are they cheaper to produce but they are also favored more highly by players."
T3_Weekly_Deliverables.pptx,18,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide018_img03.png,chart,"Nareh’s Mini Update - Games Released by Year | Show: The number of games released per year stayed relatively low from 1980 to the early 2000s, then began climbing steadily. There is a massive spike around 2020-2022, peaking at over 120 games in the dataset. After that, the count drops sharply. Tell: The peak around 2020-2022 likely reflects both the growth of indie game development and the pandemic, when more people had time to create and play games. The sharp drop after 2022 is probably because the dataset only captures games up to a certain point, not because fewer games are actually being made."
T3_Weekly_Deliverables.pptx,19,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide019_img03.png,chart,"Nareh’s Mini Update - Average Rating Over Time | Show: Average ratings were volatile in the early years with big swings between 2.8 and 4.2. From around 2000 and on, ratings stabilize and hover in the range of 3.4 and 3.8. Tell: The wild swings in the early years are likely because very few games were in the dataset for those years, so one good or bad game could shift the average dramatically. As more games enter the market, the average smooths out. It is worth noting that ratings have not really gone up over time despite advances in technology, suggesting that player expectations rise alongside the quality of games being made."
T3_Weekly_Deliverables.pptx,20,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide020_img02.png,chart,"Show: The distribution is heavily skewed to the right. The majority of games have under 5,000 plays, with the tallest bar sitting around 1,000 to 2,000 plays. Very few games make it past 20,000 plays and only a handful reach 30,000 or more. Tell: This shows that having a lot of plays is actually pretty rare in the gaming world. Most games in this dataset never break 5,000 plays, which puts games like Minecraft with 100,000+ plays in a completely different league. For indie studios this is actually useful to know since breaking even a modest play count puts you ahead of the majority of games out there."
T3_Weekly_Deliverables.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide021_img02.png,chart,"Show: Both average plays and average wishlist count generally trend upward as rating increases. Average plays stay much higher than wishlist counts across all ratings. Both lines drop sharply at the very end around 4.5 to 5.0. | Tell: This directly addresses the question of which comes first - plays or wishlist. Since both go up together with rating, it suggests that higher rated games attract both more players and more wishlist adds. The drop at the very top ratings is probably because very few games have a perfect or near perfect rating so the averages get unstable there."
T3_Weekly_Deliverables.pptx,22,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide022_img02.png,chart,"Show: Most games cluster near the bottom left with low backlogs and low currently playing counts. As backlogs increase, the currently playing count also tends to go up. The bigger dots, which represent higher wishlist counts, appear more often among games with higher backlogs and playing numbers. There are a few outliers sitting very high on the currently playing axis with relatively low backlogs. | Tell: This graph shows that games with big backlogs tend to also have a lot of people actively playing them, which makes sense since popular games attract both. The bigger dot sizes scattered throughout the higher ranges suggest that wishlisted games also end up in more backlogs, meaning people add them to their list but don't always get around to them right away. Those outliers with super high currently playing counts are interesting since they suggest some games pull people in immediately rather than sitting in a backlog."
T3_Weekly_Deliverables.pptx,24,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide024_img02.png,chart,
T3_Weekly_Deliverables.pptx,25,Github/Fact-Check-AI-Agent/data/student slide/extracted/T3_Weekly_Deliverables/slide025_img01.png,chart,"Show: Most games in the dataset cluster under 10,000 plays have ratings between 2.5 and 4.5. Games with the highest play counts (20,000-33,000) tend to have ratings above 3.5, while the lowest-rated games tend to not break past a few thousand plays. Tell: This graph suggests that highly played games generally earn their popularity with decent ratings. However, there are some interesting outliers. A few games with 15,000+ plays sit below a 3.0 rating, meaning they attracted a lot of attention but disappointed players. These could be considered ""overhyped."" On the flip side, many games with very few plays sit above 4.0, suggesting there are plenty of hidden gems that haven't found a wide audience yet."
